gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,description
LTBR,686.3018301128453,1.7552273194540358,0.19566345930200138,1.0843770616934688e-20,3.927817038152812e-18,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]
JAK2,7049.957381235648,1.7545790145007165,0.215436353388453,1.7609523137460512e-17,3.4595251302763523e-15,Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]
SP100,5976.803231683801,1.7532460172621878,0.29757238059370755,9.499318377840727e-11,3.1280283897031783e-9,SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]
GRINA,3114.734486159376,1.7489315784521908,0.2554708721652566,3.7385084026821424e-13,2.2806868892362482e-11,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]
RENBP,127.0986555702873,1.7473898088722337,0.21951590556978265,1.2217920270179724e-16,1.913755592589908e-14,renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]
CYP3A5,66.79323923112291,1.7447841609255097,0.26850100392916276,4.822210307862977e-12,2.2385321461968152e-10,cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638]
PLEKHA4,69.12221789601388,1.7438894237948503,0.3612902410034497,7.797258437295581e-8,1.1942789993097852e-6,pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]
CXCR1,4093.353931522642,1.7432968127188293,0.3447962685544414,1.3038052484689324e-8,2.3836603525241947e-7,C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]
PHACTR2,1644.015341303928,1.7401878901401513,0.5108122508006138,9.614343781148243e-6,7.948634719492817e-5,phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]
BCL6,13411.045470349245,1.7401026181849908,0.33849450279856563,7.790052287083243e-9,1.5304151874505402e-7,BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]
L2HGDH,39.70431505874438,1.7373214711171832,0.4646832983787124,1.144815097514789e-5,9.292403217992941e-5,L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:20499]
TMX1,794.8074670828801,1.7357006137547617,0.21707881504776377,5.584103185938112e-17,9.957744619724408e-15,thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]
PYCARD,342.63963342678574,1.7356991869920386,0.202438286174403,6.743537231649296e-19,1.6284237510843124e-16,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
P2RY13,4417.83342990259,1.7332209171950879,0.2756992233901921,9.388578833547655e-12,4.0304821207278103e-10,purinergic receptor P2Y13 [Source:HGNC Symbol;Acc:HGNC:4537]
RNF19B,3055.652037656813,1.7278669379804499,0.3343855729678718,4.9195730968042e-9,1.0237481465899009e-7,ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]
SCO2,142.0134489793913,1.7275579791702036,0.3154720466876425,1.3351471062088495e-9,3.4012505732014885e-8,synthesis of cytochrome C oxidase 2 [Source:HGNC Symbol;Acc:HGNC:10604]
PARP15,787.6173487018322,1.7268322375940512,0.38372526419576236,2.0320664482493643e-7,2.7356193033284996e-6,poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]
SNX10,1272.6909903982628,1.7255628068064965,0.22655973440711327,1.0340005070742945e-15,1.2615894607892788e-13,sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]
MYD88,2935.650309063007,1.724535602043383,0.2337947359858502,6.550170727568026e-15,6.778841866360803e-13,MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]
FLOT2,4692.018240910528,1.7233414640110802,0.2767034880627507,2.495165131443648e-11,9.60845815234662e-10,flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]
KCNJ15,1912.2781433002299,1.7204050278851633,0.43239020070948764,1.8868721847268699e-6,1.9205228317714473e-5,potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]
TRIM5,3803.419959774322,1.7157607119404032,0.353168983240357,2.5224613402609843e-8,4.3966690819496345e-7,tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]
CD300A,3191.121396975621,1.7138491818829003,0.27970881451655377,3.00993253615665e-11,1.1438730500521877e-9,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]
IL1R1,1038.679470216776,1.711775215517406,0.3409442384700769,1.5481674021366133e-8,2.817081374908239e-7,interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]
HYCC2,1476.048764254836,1.7075860508556946,0.23802132488464262,2.7347101909061143e-14,2.4196966276941046e-12,family with sequence similarity 126 member B [Source:HGNC Symbol;Acc:HGNC:28593]
NIBAN2,232.16110817369895,1.7040555355803904,0.32495193499474617,5.081012842941336e-9,1.0460749531533398e-7,niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282]
CYBB,4591.035832920763,1.703188403855585,0.2087094191953069,1.6370993766762155e-17,3.2716584267334507e-15,cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]
PRSS55,1335.4591917971884,1.7004544565062532,0.31135924245833707,1.530300240452638e-9,3.798224858048507e-8,serine protease 55 [Source:HGNC Symbol;Acc:HGNC:30824]
CNIH4,516.360519951267,1.697626184029525,0.23607752738223348,4.2833749406308684e-14,3.546328495489457e-12,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
RNF149,17348.352899133348,1.6965663909513877,0.23990071639736293,9.643640354731576e-14,7.211576474302819e-12,ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]
ARHGEF10L,326.3869551425649,1.692954620504506,0.24930687799633533,4.661842071556189e-13,2.742914286873492e-11,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]
SYCP2,73.1208264202988,1.690193449129547,0.35993115522585645,1.9966406567228473e-7,2.7004739617356503e-6,synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
SERPINA1,7228.486133842487,1.689700981263464,0.3106516210360797,2.5825278281363387e-9,5.8173386153587e-8,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]
HELB,1620.1451424279276,1.6889039739900995,0.2854505432919449,1.1671915631416838e-10,3.706552714623358e-9,DNA helicase B [Source:HGNC Symbol;Acc:HGNC:17196]
SELL,18271.65782436952,1.6883286787948364,0.28886476771086145,2.1284220654751083e-10,6.325779528441533e-9,selectin L [Source:HGNC Symbol;Acc:HGNC:10720]
MINAR1,31.112733008366863,1.688239087957604,0.3590012455761098,1.8483161301775198e-7,2.523419583614562e-6,membrane integral NOTCH2 associated receptor 1 [Source:HGNC Symbol;Acc:HGNC:29172]
MARCHF1,2222.5908773356323,1.686186644806524,0.2281231998213587,6.314595532180093e-15,6.593916830044997e-13,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]
ACSL3,355.44619023837885,1.6851503512044537,0.45270493518099486,5.233327076131384e-6,4.648237098807577e-5,acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]
PHF21A,2219.2749991238775,1.6839036734930393,0.2669969508653112,1.7542494044280177e-11,7.035814825856455e-10,PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]
FES,2895.6479521146066,1.6824688777873875,0.2738134034381025,3.7426018996544126e-11,1.3771586863141047e-9,"FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]"
MAD2L2,123.90303127571113,1.6742784487957456,0.2126102350575407,2.0989856103920437e-16,3.079663570892934e-14,mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]
ADGRE5,15391.095587598602,1.674143952378571,0.32013223944130803,4.9450552556853075e-9,1.0253691497074847e-7,adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]
PHF11,1591.8131667820649,1.6722567599097462,0.3522841776848106,4.960343200952091e-8,8.030075145563644e-7,PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]
BCL3,1192.2809596693846,1.6650153936088272,0.30062095048228404,1.1633118722211283e-9,3.003106438956592e-8,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]
PGS1,1373.531350104093,1.6574270731435905,0.23844986246162828,1.7113814038943026e-13,1.1466323209688386e-11,phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029]
RAB44,271.5725037276695,1.6549654676951695,0.3621299109977093,1.2993529236139863e-7,1.8547782928090783e-6,"RAB44, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21068]"
LACTB,787.4109390472528,1.653513335174091,0.2378962482783769,1.2120454170055436e-13,8.780511517819534e-12,lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]
TNFSF10,793.1351800181409,1.6522338648255939,0.45064113752816415,4.223278688668966e-6,3.8912578124294107e-5,TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]
RBFOX2,20.583643038411143,1.6507424924869847,0.3836935994958776,1.3885004699711574e-6,1.4711251323067355e-5,RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]
TMEM123,7674.348413395409,1.6504637513615736,0.4412449059309216,3.1345170616814725e-6,3.0051436941232383e-5,transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]
GNB4,2185.065129634085,1.6489029233202843,0.435283488972633,3.1207021943116333e-6,2.9943757561478597e-5,G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
VPS9D1,447.2471559642931,1.6474106759547034,0.3040562758852051,3.6028786136515082e-9,7.805788039408343e-8,VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]
IRF5,968.71264296373,1.64325104626728,0.3550090201441337,8.603573817302975e-8,1.295117196316348e-6,interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]
ZNF267,961.9788200044208,1.6423409732508427,0.2961418097064597,7.493024787180619e-10,2.019805821121176e-8,zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]
SLC43A3,62.71170527058094,1.6419750614414126,0.5381050001187779,5.771855214426597e-5,3.7521914632876436e-4,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
VAT1,750.2728873475497,1.6375452057114024,0.20497188595938817,7.112451809972086e-17,1.1947888250635718e-14,vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]
LYN,11310.156167416422,1.6356929657049935,0.2173198621374718,2.3953043836072946e-15,2.7489082287516983e-13,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]"
CARS1,551.3926753511972,1.635565506492458,0.24165568726754397,8.755529467146651e-13,4.8326353358903255e-11,cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]
TRIM26,1203.229468711645,1.6351898288345799,0.3000671223693761,1.404274050621519e-9,3.530789700814323e-8,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]
CHMP5,776.3908811642011,1.6266117272824596,0.28967782679899534,5.798062063019952e-10,1.60778319072881e-8,charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]
A4GALT,645.210712546614,1.626501442545045,0.29835523947967957,3.63032786751741e-9,7.8505840135064e-8,"alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]"
EFHC2,103.38626530271613,1.6243895256672634,0.46496311430130355,1.3147580801011241e-5,1.0473787564571911e-4,EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233]
RPL3L,5751.669806649072,1.6236754175050385,0.31552674296948446,1.2358058016956439e-8,2.2664913049769316e-7,ribosomal protein L3 like [Source:HGNC Symbol;Acc:HGNC:10351]
STING1,847.4340755605074,1.622877246177188,0.28015696780940763,5.884210307042673e-10,1.623901944498372e-8,stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]
LGALS12,53.463683848570774,1.6193699461440465,0.3797025324499968,1.9059223695455436e-6,1.9361565456093248e-5,galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788]
CSF3R,43093.774610531946,1.6127826472405575,0.26948080831758797,7.631145969479302e-11,2.5863337114688472e-9,colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]
MILR1,774.3660553247171,1.611581620098379,0.3157106685317727,8.305920057296431e-9,1.6153342178544117e-7,mast cell immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570]
NCF4,2447.955115676915,1.6050515207760863,0.32397920236944794,3.2173848933310934e-8,5.460132986617966e-7,neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]
MPZL1,5204.552547165401,1.6038924593844497,0.2300144846959019,9.536502499206572e-14,7.211576474302819e-12,myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]
MAOA,33.42854393205719,1.6022261634562924,0.3151973625984435,3.4740161247485227e-8,5.844313628731513e-7,monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]
FBXL5,3674.1077744699937,1.602061392325414,0.31990853022138976,3.1916989358855765e-8,5.432449686615231e-7,F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]
CATIP,35.99586342454019,1.599815392482875,0.3965364107471155,3.1133834848922873e-6,2.9923074604798093e-5,ciliogenesis associated TTC17 interacting protein [Source:HGNC Symbol;Acc:HGNC:25062]
PSME2,491.07089430022415,1.597325158718293,0.30716135443960485,7.215156925862743e-9,1.4394300159668684e-7,proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]
AZU1,160.96300936708045,1.5952299692707186,0.23259866192986525,3.778150209826099e-13,2.2928030933033674e-11,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]
C3AR1,838.3271413896294,1.5923773605374265,0.3063650804849219,1.6444295934390863e-8,2.97061098206582e-7,complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]
EEF1E1,442.46247328578346,1.5917211328837673,0.2352775931476905,7.029776867980066e-13,3.974738715939363e-11,eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:HGNC:3212]
ADAR,20647.352852941614,1.5900401758445366,0.3383170955928361,7.395033702933026e-8,1.141356000675056e-6,adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]
PTK2B,3098.6790551683553,1.5874557304761203,0.20887609499896925,8.905509872917554e-16,1.1099329563116922e-13,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]
SCLT1,580.8251039407913,1.58680518934311,0.296336748258187,2.4564264191307173e-9,5.596935151918318e-8,sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]
ARHGAP18,1115.7893326907272,1.580198665589491,0.18503323255144952,9.357402939107944e-19,2.1692331493440035e-16,Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]
GPR141,1825.0967269820778,1.5788098487393163,0.34297120160717265,2.0909297316038591e-07,2.7986104525427635e-6,G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:HGNC:19997]
SCIN,153.48187902413545,1.5781764218320324,0.4177980761370815,4.097348627714237e-6,3.784252425803643e-5,scinderin [Source:HGNC Symbol;Acc:HGNC:21695]
CKAP4,2563.7982561117483,1.5775152944559212,0.367781251839389,9.653933716502804e-7,1.0708013943347751e-5,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
UBTD1,365.13494860067607,1.5766462876983935,0.3185694992752998,3.814343511138695e-8,6.345551645094058e-7,ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25683]
TAP1,7567.814442996058,1.5735718730329271,0.2879852944573848,1.6115876304126674e-9,3.9576085220578874e-8,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]"
CD55,2182.1257850285933,1.573001783373081,0.39346738645885865,4.748493838873932e-6,4.299983756749043e-5,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
NMI,1521.2534272426008,1.5690381229945491,0.34870640880645415,2.0177627458041883e-7,2.7195218589088776e-6,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
TLR2,9340.422013803178,1.5686858072049852,0.2921020953214142,2.9747994169465674e-9,6.56779048415765e-8,toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]
ARID5A,917.9910422534591,1.5678650849305422,0.25874511438462755,7.607133535920131e-11,2.5857561529281594e-9,AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]
STK38L,1106.6341146798686,1.564909955495529,0.2167552053264676,3.671924213352648e-14,3.1762144445500406e-12,serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]
GPR149,182.70419557426564,1.5641340521290736,0.2930002667786148,5.238206447556806e-9,1.0727217479440096e-7,G protein-coupled receptor 149 [Source:HGNC Symbol;Acc:HGNC:23627]
BLZF1,319.4244067618802,1.5618791601223,0.22654234863298808,3.067137981516059e-13,1.9289651404899896e-11,basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]
HSH2D,2145.7231902776152,1.5616788812835025,0.4895774543915337,2.8432069197048402e-5,2.049478321287239e-4,hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]
LMO2,1989.0135419331702,1.5606966901983594,0.32016065535578553,3.832097057826845e-8,6.363586962359737e-7,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
GSDMD,852.6697115013372,1.557774036049262,0.22524831681780086,3.0787555085035636e-13,1.9289651404899896e-11,gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]
DAGLB,666.0417578293003,1.5560802265326203,0.32718420599197573,1.2516860304176703e-7,1.802272394853567e-6,diacylglycerol lipase beta [Source:HGNC Symbol;Acc:HGNC:28923]
VHL,1919.798143659308,1.5558855744574338,0.40040016526891026,3.0110120391816024e-6,2.8987242978533183e-5,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]
PFKFB4,1721.9804329638084,1.5553835871901334,0.3840721564569873,2.152433585532038e-6,2.1582056825174616e-5,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]"
RIN2,345.9481186565162,1.5547226180944898,0.30004836302506555,6.5254850333160115e-9,1.3154242960202763e-7,Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]
MGST1,31.365470183818665,1.5520325107231865,0.30027918747028404,2.420841465846384e-8,4.2450791876891734e-7,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
TLR1,4081.289105277095,1.5514756453651155,0.23977883448144655,6.028232322253125e-12,2.7082651491176735e-10,toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
RUFY4,52.237099861897306,1.5507491895436645,0.25977877198641486,1.9989954248318704e-10,5.991338399380177e-9,RUN and FYVE domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24804]
NAIP,9573.799349228724,1.548944867167433,0.32245599370179545,6.333979189140602e-8,9.988728269568533e-7,NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]
ETV6,1579.7194767066983,1.5475165746194037,0.25530362047345373,4.935801719475219e-11,1.7495681263130659e-9,ETS variant transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3495]
BAZ2B,1459.6546348931474,1.547187827418088,0.2252033735411241,3.467093887567314e-13,2.149041992021002e-11,bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963]
HIRA,1100.3117262254987,1.5465445895052192,0.32171505710954107,5.054662064249848e-8,8.148621416789985e-7,histone cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:4916]
CLEC4A,756.5907013510758,1.5405210923256936,0.4377127908512593,2.4113219962068224e-5,1.785919058021296e-4,C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]
TASL,364.55261806783074,1.5401739357370465,0.297088450673081,7.574852793077628e-9,1.500502587022791e-7,TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]
TRIM38,2049.630122209912,1.540141986217766,0.32973728685486503,8.133283233257055e-8,1.2339382978623368e-6,tripartite motif containing 38 [Source:HGNC Symbol;Acc:HGNC:10059]
TRIM22,9810.37609273082,1.5399521235353772,0.3101590937086383,2.8203393426231483e-8,4.879187062738047e-7,tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]
PTPRO,33.17217550553597,1.5399438552862905,0.2976341296214452,2.2187135435021476e-8,3.9322796150968487e-7,protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]
DMXL2,4538.683983084316,1.5368974072732524,0.2224888839883924,1.6286472072097902e-13,1.1170206969685608e-11,Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]
LRRN2,199.6437735592638,1.5358434697733392,0.8990990711645751,0.001424490614562343,0.005642949662813437,leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]
GK3P,382.5324646828935,1.534701339919019,0.3076374268199041,2.7119656688513438e-8,4.712802708793992e-7,glycerol kinase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4292]
PROS1,309.50262364404404,1.5338428981915346,0.7368628479976647,8.490912442209293e-4,0.0036589235525940037,protein S [Source:HGNC Symbol;Acc:HGNC:9456]
CYTH4,5992.64762366643,1.5310529794496366,0.2005150896558976,1.369453267926936e-15,1.6515694539419118e-13,cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]
ATP8B4,2084.7949026926,1.5304144334896828,0.3486802969049239,6.968921228377711e-7,8.217371918425844e-6,ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]
SIRPB2,2261.898503473766,1.5300202214512697,0.35067107209813353,7.375937857285759e-7,8.575175095666924e-6,signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247]
GALNT3,531.5575055975806,1.5286771734582858,0.19826254696932047,7.468042591166224e-16,9.618009074911967e-14,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]
ATOX1,187.16231678963769,1.5281279315861513,0.2161093608450349,1.2559431112102503e-13,9.042010311824851e-12,antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]
RAB31,862.516659482768,1.5270111148186658,0.32007700750311063,1.0194106848302876e-7,1.5071414856974317e-6,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]"
ANKRD2,70.32246571448756,1.52684168273724,0.39130396859187977,4.820522885117416e-6,4.355002397614651e-5,ankyrin repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:495]
IRAK3,1125.8200003585996,1.526726887179332,0.31133498864916537,5.545675667596927e-8,8.841805593275927e-7,interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]
MEFV,6130.860641237353,1.5226104114177499,0.325236535781359,1.1418684649722367e-7,1.6669266218505282e-6,"MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]"
CREB5,4668.705487025017,1.5208442903687809,0.3190946873895766,7.340858979027196e-8,1.137538722271447e-6,cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]
CC2D2B,1640.820806881148,1.5202236953137813,0.24617017422497056,3.07501644876977e-11,1.1647880933885754e-9,coiled-coil and C2 domain containing 2B [Source:HGNC Symbol;Acc:HGNC:31666]
S100A2,43.66652825259689,1.5192773513194677,0.3032630602385416,4.075801921765025e-8,6.727218740296383e-7,S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]
KCNQ1,187.61806144646633,1.517217044055614,0.21210462201247376,7.89551841201361e-14,6.0607254247450175e-12,potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]
NCOA7,2062.6494055058643,1.5169974371449164,0.5129428146964117,4.9452281516878805e-5,3.3038055986852813e-4,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]
GTPBP2,1300.75997230127,1.516717304233917,0.2767498790264709,1.7628372124266452e-9,4.274695842936662e-8,GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]
SLC39A8,304.7340372370075,1.516400005619251,0.3287494012334918,2.5665187193122826e-7,3.3766763309362845e-6,solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]
TNFSF13,756.4796750266388,1.5161818233697686,0.18970979440821678,8.724167856976343e-17,1.424251121552293e-14,TNF superfamily member 13 [Source:HGNC Symbol;Acc:HGNC:11928]
ATP6V0D1,1015.3555414869312,1.515661460107021,0.33142005519159157,3.076065948950283e-7,3.970454389118344e-6,ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]
BICC1,48.62768864819649,1.5132633744711137,0.3153242312974363,1.2679122706141467e-7,1.8211116640258457e-6,BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]
ALOX5,1244.156660802387,1.5120290949446529,0.4607733539100663,3.972717398129278e-5,2.7328051846716003e-4,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
ENTPD3,1885.9958989622944,1.508585283734945,0.5198168588809642,1.2868979814778558e-4,7.461948225767796e-4,ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]
MOCOS,75.05257830356585,1.5075664675803138,0.5567374764055225,1.5865152455582163e-4,8.853778628437789e-4,molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]
SHFL,554.3355084057705,1.5056388876848514,0.3391644274837751,3.3137561889228217e-7,4.225494827921279e-6,shiftless antiviral inhibitor of ribosomal frameshifting [Source:HGNC Symbol;Acc:HGNC:25649]
VCAN,63347.77609723179,1.5040883442441748,0.40440245638171113,1.1470092895449673e-5,9.297192080500501e-5,versican [Source:HGNC Symbol;Acc:HGNC:2464]
FGR,8004.219252982742,1.5022771928779022,0.1771806831437927,2.0852365446243147e-18,4.739211135047144e-16,"FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]"
ATP11A,4100.299077844622,1.4993012531701253,0.27233980675417024,1.9056938685301277e-9,4.563821824407585e-8,ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]
NID1,27.096781582678126,1.498534886738813,0.5329979657748432,2.53245123911635e-4,0.0013146686197915208,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
MOV10,2072.8909311800426,1.4983697588425893,0.4745878908731927,3.0224062111556286e-5,2.1585157358906278e-4,Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]
C21orf91,2648.950809812526,1.4963734220283287,0.3017232807572031,2.292294769399089e-8,4.037992199408031e-7,chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]
SNX3,2367.941497936249,1.4957063552301806,0.2580042038323837,4.160890928039237e-10,1.184984932356334e-8,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]
SLA,5096.767275099868,1.489544543535413,0.25852875547485005,6.135568728149587e-10,1.6892488628974317e-8,Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]
ZNFX1,10884.586239594939,1.4876246313564767,0.3190341797091325,8.615528476310227e-8,1.2952346377290771e-6,zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]
